<frozen runpy>:128: RuntimeWarning: 'phase6.core.phase6_runner' found in sys.modules after import of package 'phase6.core', but prior to execution of 'phase6.core.phase6_runner'; this may result in unpredictable behaviour
2026-05-21 06:07:57,077 [INFO] phase6.runner: [CYCLE 424] 2026-05-21T06:07:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 06:12:57,078 [INFO] phase6.runner: [CYCLE 425] 2026-05-21T06:12:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 06:17:57,078 [INFO] phase6.runner: [CYCLE 426] 2026-05-21T06:17:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 06:22:57,078 [INFO] phase6.runner: [CYCLE 427] 2026-05-21T06:22:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 06:27:57,079 [INFO] phase6.runner: [CYCLE 428] 2026-05-21T06:27:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 06:32:57,079 [INFO] phase6.runner: [CYCLE 429] 2026-05-21T06:32:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 06:37:57,080 [INFO] phase6.runner: [CYCLE 430] 2026-05-21T06:37:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 06:42:57,080 [INFO] phase6.runner: [CYCLE 431] 2026-05-21T06:42:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 06:47:57,080 [INFO] phase6.runner: [CYCLE 432] 2026-05-21T06:47:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 06:52:57,081 [INFO] phase6.runner: [CYCLE 433] 2026-05-21T06:52:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 06:57:57,081 [INFO] phase6.runner: [CYCLE 434] 2026-05-21T06:57:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 07:02:57,081 [INFO] phase6.runner: [CYCLE 435] 2026-05-21T07:02:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 07:07:57,082 [INFO] phase6.runner: [CYCLE 436] 2026-05-21T07:07:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 07:12:57,082 [INFO] phase6.runner: [CYCLE 437] 2026-05-21T07:12:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 07:17:57,083 [INFO] phase6.runner: [CYCLE 438] 2026-05-21T07:17:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 07:22:57,083 [INFO] phase6.runner: [CYCLE 439] 2026-05-21T07:22:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 07:27:57,083 [INFO] phase6.runner: [CYCLE 440] 2026-05-21T07:27:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 07:32:57,084 [INFO] phase6.runner: [CYCLE 441] 2026-05-21T07:32:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 07:37:57,084 [INFO] phase6.runner: [CYCLE 442] 2026-05-21T07:37:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 07:42:57,084 [INFO] phase6.runner: [CYCLE 443] 2026-05-21T07:42:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 07:47:57,085 [INFO] phase6.runner: [CYCLE 444] 2026-05-21T07:47:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 07:52:57,085 [INFO] phase6.runner: [CYCLE 445] 2026-05-21T07:52:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 07:57:57,085 [INFO] phase6.runner: [CYCLE 446] 2026-05-21T07:57:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 08:02:57,086 [INFO] phase6.runner: [CYCLE 447] 2026-05-21T08:02:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 08:07:57,087 [INFO] phase6.runner: [CYCLE 448] 2026-05-21T08:07:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 08:12:57,087 [INFO] phase6.runner: [CYCLE 449] 2026-05-21T08:12:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 08:17:57,088 [INFO] phase6.runner: [CYCLE 450] 2026-05-21T08:17:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 08:22:57,088 [INFO] phase6.runner: [CYCLE 451] 2026-05-21T08:22:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 08:27:57,089 [INFO] phase6.runner: [CYCLE 452] 2026-05-21T08:27:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 08:32:57,089 [INFO] phase6.runner: [CYCLE 453] 2026-05-21T08:32:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 08:37:57,090 [INFO] phase6.runner: [CYCLE 454] 2026-05-21T08:37:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 08:42:57,090 [INFO] phase6.runner: [CYCLE 455] 2026-05-21T08:42:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 08:47:57,090 [INFO] phase6.runner: [CYCLE 456] 2026-05-21T08:47:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 08:52:57,091 [INFO] phase6.runner: [CYCLE 457] 2026-05-21T08:52:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 08:57:57,091 [INFO] phase6.runner: [CYCLE 458] 2026-05-21T08:57:57 | rebalance_needed=False | last_rebalance=2026-05-20
2026-05-21 09:02:57,092 [INFO] phase6.runner: [CYCLE 459] 2026-05-21T09:02:57 | rebalance_needed=True | last_rebalance=2026-05-20
2026-05-21 09:02:57,128 [INFO] phase6.runner: === Daily Rebalance ===
2026-05-21 09:03:00,750 [INFO] phase6.runner: Daily Rebalance: cash=$76.77 | target_weights={'BTC-USD': 0.2, 'ETH-USD': 0.2, 'SOL-USD': 0.2, 'XRP-USD': 0.2, 'DOGE-USD': 0.2}
2026-05-21 09:03:00,797 [INFO] phase6.runner: Daily rebalance completed. Executed=0, Skipped=0
2026-05-21 09:03:01,599 [INFO] phase6.runner: Telegram digest sent successfully
2026-05-21 09:08:01,612 [INFO] phase6.runner: [CYCLE 460] 2026-05-21T09:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 09:13:01,612 [INFO] phase6.runner: [CYCLE 461] 2026-05-21T09:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 09:18:01,612 [INFO] phase6.runner: [CYCLE 462] 2026-05-21T09:18:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 09:23:01,613 [INFO] phase6.runner: [CYCLE 463] 2026-05-21T09:23:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 09:28:01,613 [INFO] phase6.runner: [CYCLE 464] 2026-05-21T09:28:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 09:33:01,614 [INFO] phase6.runner: [CYCLE 465] 2026-05-21T09:33:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 09:38:01,614 [INFO] phase6.runner: [CYCLE 466] 2026-05-21T09:38:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 09:43:01,614 [INFO] phase6.runner: [CYCLE 467] 2026-05-21T09:43:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 09:48:01,615 [INFO] phase6.runner: [CYCLE 468] 2026-05-21T09:48:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 09:53:01,615 [INFO] phase6.runner: [CYCLE 469] 2026-05-21T09:53:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 09:58:01,615 [INFO] phase6.runner: [CYCLE 470] 2026-05-21T09:58:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 10:03:01,616 [INFO] phase6.runner: [CYCLE 471] 2026-05-21T10:03:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 10:08:01,616 [INFO] phase6.runner: [CYCLE 472] 2026-05-21T10:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 10:13:01,616 [INFO] phase6.runner: [CYCLE 473] 2026-05-21T10:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 10:18:01,617 [INFO] phase6.runner: [CYCLE 474] 2026-05-21T10:18:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 10:23:01,617 [INFO] phase6.runner: [CYCLE 475] 2026-05-21T10:23:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 10:28:01,617 [INFO] phase6.runner: [CYCLE 476] 2026-05-21T10:28:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 10:33:01,618 [INFO] phase6.runner: [CYCLE 477] 2026-05-21T10:33:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 10:38:01,618 [INFO] phase6.runner: [CYCLE 478] 2026-05-21T10:38:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 10:43:01,618 [INFO] phase6.runner: [CYCLE 479] 2026-05-21T10:43:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 10:48:01,619 [INFO] phase6.runner: [CYCLE 480] 2026-05-21T10:48:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 10:53:01,619 [INFO] phase6.runner: [CYCLE 481] 2026-05-21T10:53:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 10:58:01,619 [INFO] phase6.runner: [CYCLE 482] 2026-05-21T10:58:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 11:03:01,620 [INFO] phase6.runner: [CYCLE 483] 2026-05-21T11:03:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 11:08:01,620 [INFO] phase6.runner: [CYCLE 484] 2026-05-21T11:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 11:13:01,621 [INFO] phase6.runner: [CYCLE 485] 2026-05-21T11:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 11:18:01,621 [INFO] phase6.runner: [CYCLE 486] 2026-05-21T11:18:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 11:23:01,621 [INFO] phase6.runner: [CYCLE 487] 2026-05-21T11:23:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 11:28:01,622 [INFO] phase6.runner: [CYCLE 488] 2026-05-21T11:28:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 11:33:01,622 [INFO] phase6.runner: [CYCLE 489] 2026-05-21T11:33:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 11:38:01,622 [INFO] phase6.runner: [CYCLE 490] 2026-05-21T11:38:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 11:43:01,623 [INFO] phase6.runner: [CYCLE 491] 2026-05-21T11:43:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 11:48:01,623 [INFO] phase6.runner: [CYCLE 492] 2026-05-21T11:48:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 11:53:01,623 [INFO] phase6.runner: [CYCLE 493] 2026-05-21T11:53:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 11:58:01,624 [INFO] phase6.runner: [CYCLE 494] 2026-05-21T11:58:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 12:03:01,624 [INFO] phase6.runner: [CYCLE 495] 2026-05-21T12:03:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 12:08:01,624 [INFO] phase6.runner: [CYCLE 496] 2026-05-21T12:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 12:13:01,625 [INFO] phase6.runner: [CYCLE 497] 2026-05-21T12:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 12:18:01,625 [INFO] phase6.runner: [CYCLE 498] 2026-05-21T12:18:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 12:23:01,625 [INFO] phase6.runner: [CYCLE 499] 2026-05-21T12:23:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 12:28:01,626 [INFO] phase6.runner: [CYCLE 500] 2026-05-21T12:28:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 12:33:01,626 [INFO] phase6.runner: [CYCLE 501] 2026-05-21T12:33:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 12:38:01,626 [INFO] phase6.runner: [CYCLE 502] 2026-05-21T12:38:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 12:43:01,627 [INFO] phase6.runner: [CYCLE 503] 2026-05-21T12:43:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 12:48:01,627 [INFO] phase6.runner: [CYCLE 504] 2026-05-21T12:48:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 12:53:01,627 [INFO] phase6.runner: [CYCLE 505] 2026-05-21T12:53:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 12:58:01,628 [INFO] phase6.runner: [CYCLE 506] 2026-05-21T12:58:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 13:03:01,628 [INFO] phase6.runner: [CYCLE 507] 2026-05-21T13:03:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 13:08:01,628 [INFO] phase6.runner: [CYCLE 508] 2026-05-21T13:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 13:13:01,629 [INFO] phase6.runner: [CYCLE 509] 2026-05-21T13:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 13:18:01,629 [INFO] phase6.runner: [CYCLE 510] 2026-05-21T13:18:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 13:23:01,630 [INFO] phase6.runner: [CYCLE 511] 2026-05-21T13:23:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 13:28:01,630 [INFO] phase6.runner: [CYCLE 512] 2026-05-21T13:28:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 13:33:01,630 [INFO] phase6.runner: [CYCLE 513] 2026-05-21T13:33:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 13:38:01,631 [INFO] phase6.runner: [CYCLE 514] 2026-05-21T13:38:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 13:43:01,631 [INFO] phase6.runner: [CYCLE 515] 2026-05-21T13:43:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 13:48:01,631 [INFO] phase6.runner: [CYCLE 516] 2026-05-21T13:48:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 13:53:01,632 [INFO] phase6.runner: [CYCLE 517] 2026-05-21T13:53:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 13:58:01,632 [INFO] phase6.runner: [CYCLE 518] 2026-05-21T13:58:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 14:03:01,633 [INFO] phase6.runner: [CYCLE 519] 2026-05-21T14:03:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 14:08:01,633 [INFO] phase6.runner: [CYCLE 520] 2026-05-21T14:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 14:13:01,633 [INFO] phase6.runner: [CYCLE 521] 2026-05-21T14:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 14:18:01,635 [INFO] phase6.runner: [CYCLE 522] 2026-05-21T14:18:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 14:23:01,635 [INFO] phase6.runner: [CYCLE 523] 2026-05-21T14:23:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 14:28:01,635 [INFO] phase6.runner: [CYCLE 524] 2026-05-21T14:28:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 14:33:01,636 [INFO] phase6.runner: [CYCLE 525] 2026-05-21T14:33:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 14:38:01,636 [INFO] phase6.runner: [CYCLE 526] 2026-05-21T14:38:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 14:43:01,636 [INFO] phase6.runner: [CYCLE 527] 2026-05-21T14:43:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 14:48:01,637 [INFO] phase6.runner: [CYCLE 528] 2026-05-21T14:48:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 14:53:01,637 [INFO] phase6.runner: [CYCLE 529] 2026-05-21T14:53:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 14:58:01,638 [INFO] phase6.runner: [CYCLE 530] 2026-05-21T14:58:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 15:03:01,638 [INFO] phase6.runner: [CYCLE 531] 2026-05-21T15:03:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 15:08:01,638 [INFO] phase6.runner: [CYCLE 532] 2026-05-21T15:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 15:13:01,639 [INFO] phase6.runner: [CYCLE 533] 2026-05-21T15:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 15:18:01,639 [INFO] phase6.runner: [CYCLE 534] 2026-05-21T15:18:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 15:23:01,639 [INFO] phase6.runner: [CYCLE 535] 2026-05-21T15:23:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 15:28:01,640 [INFO] phase6.runner: [CYCLE 536] 2026-05-21T15:28:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 15:33:01,640 [INFO] phase6.runner: [CYCLE 537] 2026-05-21T15:33:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 15:38:01,640 [INFO] phase6.runner: [CYCLE 538] 2026-05-21T15:38:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 15:43:01,641 [INFO] phase6.runner: [CYCLE 539] 2026-05-21T15:43:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 15:48:01,641 [INFO] phase6.runner: [CYCLE 540] 2026-05-21T15:48:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 15:53:01,641 [INFO] phase6.runner: [CYCLE 541] 2026-05-21T15:53:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 15:58:01,642 [INFO] phase6.runner: [CYCLE 542] 2026-05-21T15:58:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 16:03:01,642 [INFO] phase6.runner: [CYCLE 543] 2026-05-21T16:03:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 16:08:01,643 [INFO] phase6.runner: [CYCLE 544] 2026-05-21T16:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 16:13:01,643 [INFO] phase6.runner: [CYCLE 545] 2026-05-21T16:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 16:18:01,643 [INFO] phase6.runner: [CYCLE 546] 2026-05-21T16:18:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 16:23:01,644 [INFO] phase6.runner: [CYCLE 547] 2026-05-21T16:23:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 16:28:01,644 [INFO] phase6.runner: [CYCLE 548] 2026-05-21T16:28:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 16:33:01,645 [INFO] phase6.runner: [CYCLE 549] 2026-05-21T16:33:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 16:38:01,645 [INFO] phase6.runner: [CYCLE 550] 2026-05-21T16:38:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 16:43:01,645 [INFO] phase6.runner: [CYCLE 551] 2026-05-21T16:43:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 16:48:01,646 [INFO] phase6.runner: [CYCLE 552] 2026-05-21T16:48:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 16:53:01,646 [INFO] phase6.runner: [CYCLE 553] 2026-05-21T16:53:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 16:58:01,647 [INFO] phase6.runner: [CYCLE 554] 2026-05-21T16:58:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 17:03:01,647 [INFO] phase6.runner: [CYCLE 555] 2026-05-21T17:03:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 17:08:01,647 [INFO] phase6.runner: [CYCLE 556] 2026-05-21T17:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 17:13:01,648 [INFO] phase6.runner: [CYCLE 557] 2026-05-21T17:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 17:18:01,648 [INFO] phase6.runner: [CYCLE 558] 2026-05-21T17:18:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 17:23:01,648 [INFO] phase6.runner: [CYCLE 559] 2026-05-21T17:23:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 17:28:01,649 [INFO] phase6.runner: [CYCLE 560] 2026-05-21T17:28:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 17:33:01,649 [INFO] phase6.runner: [CYCLE 561] 2026-05-21T17:33:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 17:38:01,650 [INFO] phase6.runner: [CYCLE 562] 2026-05-21T17:38:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 17:43:01,650 [INFO] phase6.runner: [CYCLE 563] 2026-05-21T17:43:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 17:48:01,650 [INFO] phase6.runner: [CYCLE 564] 2026-05-21T17:48:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 17:53:01,651 [INFO] phase6.runner: [CYCLE 565] 2026-05-21T17:53:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 17:58:01,651 [INFO] phase6.runner: [CYCLE 566] 2026-05-21T17:58:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 18:03:01,652 [INFO] phase6.runner: [CYCLE 567] 2026-05-21T18:03:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 18:08:01,652 [INFO] phase6.runner: [CYCLE 568] 2026-05-21T18:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 18:13:01,652 [INFO] phase6.runner: [CYCLE 569] 2026-05-21T18:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 18:18:01,653 [INFO] phase6.runner: [CYCLE 570] 2026-05-21T18:18:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 18:23:01,653 [INFO] phase6.runner: [CYCLE 571] 2026-05-21T18:23:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 18:28:01,653 [INFO] phase6.runner: [CYCLE 572] 2026-05-21T18:28:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 18:33:01,654 [INFO] phase6.runner: [CYCLE 573] 2026-05-21T18:33:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 18:38:01,654 [INFO] phase6.runner: [CYCLE 574] 2026-05-21T18:38:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 18:43:01,654 [INFO] phase6.runner: [CYCLE 575] 2026-05-21T18:43:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 18:48:01,655 [INFO] phase6.runner: [CYCLE 576] 2026-05-21T18:48:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 18:53:01,655 [INFO] phase6.runner: [CYCLE 577] 2026-05-21T18:53:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 18:58:01,656 [INFO] phase6.runner: [CYCLE 578] 2026-05-21T18:58:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 19:03:01,656 [INFO] phase6.runner: [CYCLE 579] 2026-05-21T19:03:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 19:08:01,656 [INFO] phase6.runner: [CYCLE 580] 2026-05-21T19:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 19:13:01,657 [INFO] phase6.runner: [CYCLE 581] 2026-05-21T19:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 19:18:01,657 [INFO] phase6.runner: [CYCLE 582] 2026-05-21T19:18:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 19:23:01,657 [INFO] phase6.runner: [CYCLE 583] 2026-05-21T19:23:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 19:28:01,658 [INFO] phase6.runner: [CYCLE 584] 2026-05-21T19:28:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 19:33:01,658 [INFO] phase6.runner: [CYCLE 585] 2026-05-21T19:33:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 19:38:01,658 [INFO] phase6.runner: [CYCLE 586] 2026-05-21T19:38:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 19:43:01,659 [INFO] phase6.runner: [CYCLE 587] 2026-05-21T19:43:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 19:48:01,659 [INFO] phase6.runner: [CYCLE 588] 2026-05-21T19:48:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 19:53:01,660 [INFO] phase6.runner: [CYCLE 589] 2026-05-21T19:53:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 19:58:01,660 [INFO] phase6.runner: [CYCLE 590] 2026-05-21T19:58:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 20:03:01,660 [INFO] phase6.runner: [CYCLE 591] 2026-05-21T20:03:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 20:08:01,661 [INFO] phase6.runner: [CYCLE 592] 2026-05-21T20:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 20:13:01,661 [INFO] phase6.runner: [CYCLE 593] 2026-05-21T20:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 20:18:01,661 [INFO] phase6.runner: [CYCLE 594] 2026-05-21T20:18:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 20:23:01,662 [INFO] phase6.runner: [CYCLE 595] 2026-05-21T20:23:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 20:28:01,662 [INFO] phase6.runner: [CYCLE 596] 2026-05-21T20:28:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 20:33:01,662 [INFO] phase6.runner: [CYCLE 597] 2026-05-21T20:33:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 20:38:01,663 [INFO] phase6.runner: [CYCLE 598] 2026-05-21T20:38:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 20:43:01,663 [INFO] phase6.runner: [CYCLE 599] 2026-05-21T20:43:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 20:48:01,663 [INFO] phase6.runner: [CYCLE 600] 2026-05-21T20:48:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 20:53:01,664 [INFO] phase6.runner: [CYCLE 601] 2026-05-21T20:53:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 20:58:01,664 [INFO] phase6.runner: [CYCLE 602] 2026-05-21T20:58:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 21:03:01,664 [INFO] phase6.runner: [CYCLE 603] 2026-05-21T21:03:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 21:08:01,665 [INFO] phase6.runner: [CYCLE 604] 2026-05-21T21:08:01 | rebalance_needed=False | last_rebalance=2026-05-21
2026-05-21 21:13:01,665 [INFO] phase6.runner: [CYCLE 605] 2026-05-21T21:13:01 | rebalance_needed=False | last_rebalance=2026-05-21
